"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"New Private Cars","2023 August","Cavan","Petrol or Diesel plug-in hybrid electric","Number","6"
"New Private Cars","2023 August","Cavan","Diesel and electric hybrid","Number","3"
"New Private Cars","2023 August","Clare","All fuel types","Number","228"
"New Private Cars","2023 August","Clare","Petrol","Number","60"
"New Private Cars","2023 August","Clare","Diesel","Number","64"
"New Private Cars","2023 August","Clare","Other fuel types","Number",""
"New Private Cars","2023 August","Clare","Petrol and electric hybrid","Number","36"
"New Private Cars","2023 August","Clare","Electric","Number","57"
"New Private Cars","2023 August","Clare","Petrol or Diesel plug-in hybrid electric","Number","7"
"New Private Cars","2023 August","Clare","Diesel and electric hybrid","Number","4"
"New Private Cars","2023 August","Donegal","All fuel types","Number","241"
"New Private Cars","2023 August","Donegal","Petrol","Number","79"
"New Private Cars","2023 August","Donegal","Diesel","Number","75"
"New Private Cars","2023 August","Donegal","Other fuel types","Number",""
"New Private Cars","2023 August","Donegal","Petrol and electric hybrid","Number","28"
"New Private Cars","2023 August","Donegal","Electric","Number","31"
"New Private Cars","2023 August","Donegal","Petrol or Diesel plug-in hybrid electric","Number","20"
"New Private Cars","2023 August","Donegal","Diesel and electric hybrid","Number","8"
"New Private Cars","2023 August","Galway","All fuel types","Number","387"
"New Private Cars","2023 August","Galway","Petrol","Number","81"
"New Private Cars","2023 August","Galway","Diesel","Number","114"
"New Private Cars","2023 August","Galway","Other fuel types","Number",""
"New Private Cars","2023 August","Galway","Petrol and electric hybrid","Number","77"
"New Private Cars","2023 August","Galway","Electric","Number","72"
"New Private Cars","2023 August","Galway","Petrol or Diesel plug-in hybrid electric","Number","37"
"New Private Cars","2023 August","Galway","Diesel and electric hybrid","Number","6"
"New Private Cars","2023 August","Kerry","All fuel types","Number","231"
"New Private Cars","2023 August","Kerry","Petrol","Number","75"
"New Private Cars","2023 August","Kerry","Diesel","Number","72"
"New Private Cars","2023 August","Kerry","Other fuel types","Number",""
"New Private Cars","2023 August","Kerry","Petrol and electric hybrid","Number","27"
"New Private Cars","2023 August","Kerry","Electric","Number","34"
"New Private Cars","2023 August","Kerry","Petrol or Diesel plug-in hybrid electric","Number","16"
"New Private Cars","2023 August","Kerry","Diesel and electric hybrid","Number","7"
"New Private Cars","2023 August","Kildare","All fuel types","Number","506"
"New Private Cars","2023 August","Kildare","Petrol","Number","148"
"New Private Cars","2023 August","Kildare","Diesel","Number","109"
"New Private Cars","2023 August","Kildare","Other fuel types","Number",""
"New Private Cars","2023 August","Kildare","Petrol and electric hybrid","Number","79"
"New Private Cars","2023 August","Kildare","Electric","Number","105"
"New Private Cars","2023 August","Kildare","Petrol or Diesel plug-in hybrid electric","Number","56"
"New Private Cars","2023 August","Kildare","Diesel and electric hybrid","Number","9"
"New Private Cars","2023 August","Kilkenny","All fuel types","Number","176"
"New Private Cars","2023 August","Kilkenny","Petrol","Number","45"
"New Private Cars","2023 August","Kilkenny","Diesel","Number","67"
"New Private Cars","2023 August","Kilkenny","Other fuel types","Number",""
"New Private Cars","2023 August","Kilkenny","Petrol and electric hybrid","Number","19"
"New Private Cars","2023 August","Kilkenny","Electric","Number","25"
"New Private Cars","2023 August","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","16"
"New Private Cars","2023 August","Kilkenny","Diesel and electric hybrid","Number","4"
"New Private Cars","2023 August","Laois","All fuel types","Number","109"
"New Private Cars","2023 August","Laois","Petrol","Number","24"
"New Private Cars","2023 August","Laois","Diesel","Number","35"
"New Private Cars","2023 August","Laois","Other fuel types","Number",""
"New Private Cars","2023 August","Laois","Petrol and electric hybrid","Number","21"
"New Private Cars","2023 August","Laois","Electric","Number","23"
"New Private Cars","2023 August","Laois","Petrol or Diesel plug-in hybrid electric","Number","2"
"New Private Cars","2023 August","Laois","Diesel and electric hybrid","Number","4"
"New Private Cars","2023 August","Leitrim","All fuel types","Number","46"
"New Private Cars","2023 August","Leitrim","Petrol","Number","11"
"New Private Cars","2023 August","Leitrim","Diesel","Number","18"
"New Private Cars","2023 August","Leitrim","Other fuel types","Number",""
"New Private Cars","2023 August","Leitrim","Petrol and electric hybrid","Number","5"
"New Private Cars","2023 August","Leitrim","Electric","Number","9"
"New Private Cars","2023 August","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","3"
"New Private Cars","2023 August","Leitrim","Diesel and electric hybrid","Number",""
"New Private Cars","2023 August","Longford","All fuel types","Number","68"
"New Private Cars","2023 August","Longford","Petrol","Number","17"
"New Private Cars","2023 August","Longford","Diesel","Number","21"
"New Private Cars","2023 August","Longford","Other fuel types","Number",""
"New Private Cars","2023 August","Longford","Petrol and electric hybrid","Number","18"
"New Private Cars","2023 August","Longford","Electric","Number","11"
"New Private Cars","2023 August","Longford","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Private Cars","2023 August","Longford","Diesel and electric hybrid","Number","1"
"New Private Cars","2023 August","Louth","All fuel types","Number","269"
"New Private Cars","2023 August","Louth","Petrol","Number","93"
"New Private Cars","2023 August","Louth","Diesel","Number","60"
"New Private Cars","2023 August","Louth","Other fuel types","Number",""
